Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Huntington Disease,C0020179,USP12,219333,O75317,ubiquitin specific peptidase 12,Enzyme,8,0.821,0.231,0.97053,0.02,,1,2,0,2018,2018
Huntington Disease,C0020179,EPHA3,2042,P29320,EPH receptor A3,Kinase,193,0.497,0.692,1.20E-05,0.02,,1,2,0,2018,2018
Huntington Disease,C0020179,TFRC,7037,P02786,transferrin receptor,Enzyme,359,0.437,0.885,6.99E-05,0.02,,1,2,0,2010,2018
Huntington Disease,C0020179,TGFB1,7040,P01137,transforming growth factor beta 1,Signaling,1558,0.287,0.962,0.03685,0.02,,1,2,0,2004,2011
Huntington Disease,C0020179,SGSM3,27352,Q96HU1,small G protein signaling modulator 3,Enzyme,259,0.469,0.808,3.41E-15,0.02,,1,2,0,2016,2017
Huntington Disease,C0020179,GLO1,2739,Q04760,glyoxalase I,,137,0.537,0.769,9.67E-07,0.02,,1,2,1,2008,2010
Huntington Disease,C0020179,SPHK1,8877,Q9NYA1,sphingosine kinase 1,Kinase,236,0.48,0.808,3.03E-07,0.02,,1,2,0,2018,2019
Huntington Disease,C0020179,TWIST1,7291,Q15672,twist family bHLH transcription factor 1,Transcription factor,559,0.397,0.846,0.34491,0.02,,1,2,0,2018,2020
Huntington Disease,C0020179,EGF,1950,P01133,epidermal growth factor,,774,0.357,0.923,8.53E-17,0.02,,1,2,0,1997,2019
Huntington Disease,C0020179,UBC,7316,P0CG48,ubiquitin C,Nucleic acid binding,78,0.597,0.692,0.14161,0.02,,1,2,0,2010,2014
Huntington Disease,C0020179,CX3CR1,1524,P49238,C-X3-C motif chemokine receptor 1,G-protein coupled receptor,310,0.457,0.885,0.061371,0.02,,1,2,0,2013,2018
Huntington Disease,C0020179,TIMP2,7077,P16035,TIMP metallopeptidase inhibitor 2,Enzyme modulator,404,0.425,0.846,0.78893,0.02,,1,2,0,2003,2017
Huntington Disease,C0020179,ATN1,1822,P54259,atrophin 1,,499,0.409,0.885,0.99992,0.02,,1,2,1,2000,2008
Huntington Disease,C0020179,CASP8,841,Q14790,caspase 8,Enzyme,480,0.404,0.923,3.72E-06,0.02,,1,2,0,2002,2011
Huntington Disease,C0020179,ADRA2B,151,P18089,adrenoceptor alpha 2B,G-protein coupled receptor,296,0.465,0.846,4.45E-06,0.02,,1,2,0,1996,2010
Huntington Disease,C0020179,VWF,7450,P04275,von Willebrand factor,Enzyme modulator,498,0.408,0.885,3.22E-25,0.02,,1,2,0,2015,2017
Huntington Disease,C0020179,GSK3B,2932,P49841,glycogen synthase kinase 3 beta,Kinase,393,0.43,0.846,0.95571,0.02,,1,2,0,2012,2016
Huntington Disease,C0020179,AGT,183,P01019,angiotensinogen,Enzyme modulator,765,0.367,0.923,4.97E-08,0.02,,0.5,2,0,2017,2018
Huntington Disease,C0020179,NR5A1,2516,Q13285,nuclear receptor subfamily 5 group A member 1,Nuclear receptor,255,0.479,0.731,0.9896,0.02,,1,2,0,2013,2014
Huntington Disease,C0020179,FCGR3B,2215,O75015,Fc fragment of IgG receptor IIIb,Cell adhesion,291,0.452,0.962,3.03E-07,0.02,,1,2,0,2011,2018
Huntington Disease,C0020179,PYCARD,29108,Q9ULZ3,PYD and CARD domain containing,Enzyme,294,0.457,0.808,0.00019768,0.02,,1,2,0,2017,2018
Huntington Disease,C0020179,FGFR3,2261,P22607,fibroblast growth factor receptor 3,Kinase,654,0.391,0.846,1.64E-05,0.02,,1,2,0,1994,2001
Huntington Disease,C0020179,TNNI3,7137,P19429,"troponin I3, cardiac type",Cellular structure,159,0.52,0.769,0.096284,0.02,,1,2,0,2018,2019
Huntington Disease,C0020179,ALPP,250,P05187,"alkaline phosphatase, placental",Enzyme,209,0.487,0.808,1.81E-13,0.02,,1,2,0,2005,2019
Huntington Disease,C0020179,FRAXE,2481,,"fragile site, folic acid type, rare, fra(X)(q28) E",,50,0.636,0.462,,0.02,,1,2,0,1994,2004
Huntington Disease,C0020179,FGF9,2254,P31371,fibroblast growth factor 9,Signaling,153,0.528,0.846,0.94704,0.02,,1,2,0,2018,2019
Huntington Disease,C0020179,FEN1,2237,P39748,flap structure-specific endonuclease 1,Enzyme,113,0.55,0.731,4.77E-05,0.02,,1,2,0,2001,2003
Huntington Disease,C0020179,CUX1,1523,P39880;Q13948,cut like homeobox 1,Transcription factor,283,0.465,0.846,1,0.02,,1,2,0,2010,2013
Huntington Disease,C0020179,TRPC5,7224,Q9UL62,transient receptor potential cation channel subfamily C member 5,Ion channel,58,0.653,0.615,0.99973,0.02,,1,2,0,2015,2020
Huntington Disease,C0020179,VDR,7421,P11473,vitamin D receptor,Nuclear receptor,852,0.352,0.885,1.68E-05,0.02,,1,2,2,2001,2002
Huntington Disease,C0020179,FCGR3A,2214,P08637,Fc fragment of IgG receptor IIIa,Cell adhesion,352,0.432,0.962,3.70E-06,0.02,,1,2,0,2011,2018
Huntington Disease,C0020179,SLC12A9,56996,Q9BXP2,solute carrier family 12 member 9,Transporter,280,0.454,0.769,1.18E-15,0.01,,1,1,0,2000,2000
Huntington Disease,C0020179,HAND1,9421,O96004,heart and neural crest derivatives expressed 1,,43,0.686,0.308,0.10914,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,UBQLN4,56893,Q9NRR5,ubiquilin 4,,11,0.805,0.308,0.98252,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,TRPC4,7223,Q9UBN4,transient receptor potential cation channel subfamily C member 4,Ion channel,32,0.695,0.5,0.48205,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,EHMT1,79813,Q9H9B1,euchromatic histone lysine methyltransferase 1,Epigenetic regulator,371,0.46,0.808,1,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,TRP-AGG2-6,7218,,tRNA-Pro (anticodon AGG) 2-6,,34,0.666,0.462,,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,B2M,567,P61769,beta-2-microglobulin,Immune response,352,0.447,0.846,0.56167,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,PSG5,5673,Q15238,pregnancy specific beta-1-glycoprotein 5,,61,0.631,0.615,8.82E-22,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,TXNRD1,7296,Q16881,thioredoxin reductase 1,Enzyme,136,0.529,0.692,1.61E-06,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,CTDSP1,58190,Q9GZU7,CTD small phosphatase 1,,25,0.711,0.577,0.99254,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,SPHK2,56848,Q9NRA0,sphingosine kinase 2,Kinase,140,0.546,0.731,1.28E-07,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,RAC1,5879,P63000,Rac family small GTPase 1,Enzyme modulator,415,0.429,0.962,0.76228,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,TRPC1,7220,P48995,transient receptor potential cation channel subfamily C member 1,Ion channel,97,0.566,0.769,0.012904,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,ACVR2B,93,Q13705,activin A receptor type 2B,Kinase,70,0.601,0.615,0.83412,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,KLF4,9314,O43474,Kruppel like factor 4,Nucleic acid binding,307,0.449,0.769,0.99714,0.01,,1,1,0,2010,2010
Huntington Disease,C0020179,CASC8,727677,,cancer susceptibility 8,,35,0.67,0.462,,0.01,,1,1,0,2009,2009
Huntington Disease,C0020179,S100A14,57402,Q9HCY8,S100 calcium binding protein A14,Calcium-binding protein,41,0.663,0.385,0.0018638,0.01,,1,1,0,1988,1988
Huntington Disease,C0020179,C5,727,P01031,complement C5,Enzyme modulator,129,0.55,0.731,8.08E-24,0.01,,1,1,0,1999,1999
Huntington Disease,C0020179,PTMAP4,5761,,prothymosin alpha pseudogene 4,,49,0.638,0.731,,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,CD163,9332,Q86VB7,CD163 molecule,Enzyme,369,0.427,0.846,0.0008338,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,CFAP97,57587,Q9P2B7,cilia and flagella associated protein 97,,43,0.638,0.769,0.00010469,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,SLC12A5,57468,Q9H2X9,solute carrier family 12 member 5,Transporter,135,0.57,0.654,1,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,PTMA,5757,P06454,prothymosin alpha,,71,0.604,0.731,0.034451,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,SORCS2,57537,Q96PQ0,sortilin related VPS10 domain containing receptor 2,Transporter,19,0.743,0.346,0.0031696,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,BAG1,573,Q99933,BAG cochaperone 1,,128,0.538,0.769,6.53E-06,0.01,,1,1,0,2009,2009
Huntington Disease,C0020179,PTBP1,5725,P26599,polypyrimidine tract binding protein 1,,172,0.517,0.769,0.99961,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,PTPN13,5783,Q12923,protein tyrosine phosphatase non-receptor type 13,,77,0.592,0.654,1.42E-25,0.01,,1,1,0,2006,2006
Huntington Disease,C0020179,GRAP2,9402,O75791,GRB2 related adaptor protein 2,,538,0.394,0.923,0.00015256,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,ACVRL1,94,P37023,activin A receptor like type 1,Kinase,224,0.493,0.769,0.00096719,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,NREP,9315,Q16612,neuronal regeneration related protein,,40,0.682,0.577,0.0056013,0.01,,1,1,0,1988,1988
Huntington Disease,C0020179,HES4,57801,Q9HCC6,hes family bHLH transcription factor 4,Transcription factor,15,0.743,0.231,1.37E-05,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,FOXP2,93986,O15409,forkhead box P2,,165,0.545,0.808,0.99994,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,GBA2,57704,Q9HCG7,glucosylceramidase beta 2,,79,0.636,0.654,1.99E-20,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,C5AR1,728,P21730,complement C5a receptor 1,G-protein coupled receptor,179,0.513,0.808,0.40249,0.01,,1,1,0,1999,1999
Huntington Disease,C0020179,MIR146B,574447,,microRNA 146b,,187,0.496,0.769,,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,TRIP10,9322,Q15642,thyroid hormone receptor interactor 10,,46,0.65,0.654,1.67E-05,0.01,,1,1,0,2003,2003
Huntington Disease,C0020179,TMEM106B,54664,Q9NUM4,transmembrane protein 106B,,126,0.59,0.462,0.32576,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,MAP1S,55201,Q66K74,microtubule associated protein 1S,Cellular structure,28,0.686,0.5,0.4197,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,SBNO1,55206,A3KN83,strawberry notch homolog 1,Enzyme,39,0.686,0.5,1,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,ATAD3A,55210,Q9NVI7,ATPase family AAA domain containing 3A,Enzyme,81,0.628,0.692,4.09E-09,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,CD40,958,P25942,CD40 molecule,,528,0.396,0.846,0.84603,0.01,,1,1,0,1999,1999
Huntington Disease,C0020179,NAT10,55226,Q9H0A0,N-acetyltransferase 10,,133,0.536,0.769,4.12E-22,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,FBXW7,55294,Q969H0,F-box and WD repeat domain containing 7,Enzyme modulator,257,0.465,0.808,0.99949,0.01,,1,1,0,2004,2004
Huntington Disease,C0020179,PPT1,5538,P50897,palmitoyl-protein thioesterase 1,Enzyme,112,0.593,0.808,4.86E-05,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,GPRC5D,55507,Q9NZD1,G protein-coupled receptor class C group 5 member D,G-protein coupled receptor,37,0.67,0.538,0.0012463,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,CSH2,1443,P0DML2;P0DML3,chorionic somatomammotropin hormone 2,Signaling,104,0.566,0.808,0.013182,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,CLOCK,9575,O15516,clock circadian regulator,,309,0.463,0.885,0.99957,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,GDF15,9518,Q99988,growth differentiation factor 15,Signaling,389,0.429,0.808,3.01E-07,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,VCL,7414,P18206,vinculin,,105,0.575,0.654,0.046788,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,PRPF40A,55660,O75400,pre-mRNA processing factor 40 homolog A,,22,0.716,0.692,0.0391,0.01,,1,1,0,2006,2006
Huntington Disease,C0020179,CD47,961,Q08722,CD47 molecule,,253,0.468,0.769,0.91924,0.01,,1,1,0,2005,2005
Huntington Disease,C0020179,LZTS3,9762,O60299,leucine zipper tumor suppressor family member 3,,8,0.89,0.231,0.99616,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,XBP1,7494,P17861,X-box binding protein 1,,234,0.477,0.846,0.032014,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,SLC39A8,64116,Q9C0K1,solute carrier family 39 member 8,Transporter,138,0.584,0.769,0.66924,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,SV2A,9900,Q7L0J3,synaptic vesicle glycoprotein 2A,Transporter,33,0.722,0.269,0.22782,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,TMED9,54732,Q9BVK6,transmembrane p24 trafficking protein 9,Transporter,42,0.666,0.538,0.0059542,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,AHI1,54806,Q8N157,Abelson helper integration site 1,,221,0.513,0.846,1.08E-25,0.01,,1,1,0,2002,2002
Huntington Disease,C0020179,TUG1,55000,,taurine up-regulated 1,,134,0.522,0.769,,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,ATG16L1,55054,Q676U5,autophagy related 16 like 1,,120,0.543,0.769,0.96452,0.01,,1,1,1,2010,2010
Huntington Disease,C0020179,XPC,7508,Q01831,"XPC complex subunit, DNA damage recognition and repair factor",Nucleic acid binding,211,0.504,0.808,3.69E-11,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,VIPR2,7434,P41587,vasoactive intestinal peptide receptor 2,G-protein coupled receptor,58,0.619,0.692,4.72E-11,0.01,,1,1,0,2007,2007
Huntington Disease,C0020179,VIP,7432,P01282,vasoactive intestinal peptide,Signaling,376,0.437,0.846,0.00041995,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,SV2B,9899,Q7L1I2,synaptic vesicle glycoprotein 2B,,11,0.792,0.231,5.70E-05,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,WASHC5,9897,Q12768,WASH complex subunit 5,Transporter,129,0.572,0.615,8.27E-18,0.01,,1,1,0,2010,2010
Huntington Disease,C0020179,KEAP1,9817,Q14145,kelch like ECH associated protein 1,,251,0.475,0.808,0.00038766,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,PKIB,5570,Q9C010,cAMP-dependent protein kinase inhibitor beta,Enzyme modulator,9,0.792,0.308,0.046118,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,PSS,780904,,Potocki-Shaffer syndrome,,66,0.608,0.654,,0.01,,0,1,0,2006,2006
Huntington Disease,C0020179,MAPK10,5602,P53779,mitogen-activated protein kinase 10,Kinase,75,0.606,0.692,0.27553,0.01,,1,1,0,2009,2009
Huntington Disease,C0020179,CCL4L2,9560,P13236;Q8NHW4,C-C motif chemokine ligand 4 like 2,,133,0.535,0.885,0.088586,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,MACROH2A1,9555,O75367,macroH2A.1 histone,Nucleic acid binding,43,0.656,0.5,0.73705,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,BAG3,9531,O95817,BAG cochaperone 3,,223,0.498,0.846,0.61738,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,AIMP2,7965,Q13155,aminoacyl tRNA synthetase complex interacting multifunctional protein 2,,555,0.393,0.923,0.008024,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,MAP2K1,5604,Q02750,mitogen-activated protein kinase kinase 1,Kinase,389,0.439,0.846,0.89669,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,MAP2K2,5605,P36507,mitogen-activated protein kinase kinase 2,Kinase,177,0.534,0.731,0.96673,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,MAP2K6,5608,P52564,mitogen-activated protein kinase kinase 6,Kinase,59,0.631,0.615,0.91334,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,RTL10,79680,Q7L3V2,retrotransposon Gag like 10,,37,0.67,0.577,,0.01,,1,1,0,2020,2020
Huntington Disease,C0020179,CD34,947,P28906,CD34 molecule,,674,0.368,0.808,4.99E-06,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,HOMER1,9456,Q86YM7,homer scaffold protein 1,,85,0.636,0.538,0.9992,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,GSTO1,9446,P78417,glutathione S-transferase omega 1,,136,0.541,0.769,5.09E-09,0.01,,1,1,0,2004,2004
Huntington Disease,C0020179,PSEN1,5663,P49768,presenilin 1,Enzyme,369,0.469,0.846,0.97322,0.01,,1,1,0,1999,1999
Huntington Disease,C0020179,MAPK8,5599,P45983,mitogen-activated protein kinase 8,Kinase,520,0.397,0.885,0.99823,0.01,,1,1,0,2009,2009
Huntington Disease,C0020179,BCAR1,9564,P56945,"BCAR1 scaffold protein, Cas family member",,176,0.518,0.846,0.99808,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,KDM6A,7403,O15550,lysine demethylase 6A,Epigenetic regulator,238,0.498,0.769,1,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,RAB7A,7879,P51149,"RAB7A, member RAS oncogene family",,95,0.597,0.692,0.96933,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,CAD,790,P27708,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",Enzyme,249,0.482,0.846,0.99993,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,CMTR2,55783,Q8IYT2,cap methyltransferase 2,,16,0.722,0.462,5.35E-10,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,UCP2,7351,P55851,uncoupling protein 2,Transporter,235,0.493,0.808,1.55E-10,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,UCP1,7350,P25874,uncoupling protein 1,Transporter,124,0.545,0.769,1.69E-11,0.01,,1,1,0,2010,2010
Huntington Disease,C0020179,GABBR2,9568,O75899,gamma-aminobutyric acid type B receptor subunit 2,G-protein coupled receptor,81,0.65,0.538,0.99999,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,PKN2,5586,Q16513,protein kinase N2,Kinase,29,0.711,0.423,1,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,HDAC8,55869,Q9BY41,histone deacetylase 8,Epigenetic regulator,236,0.511,0.885,0.97707,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,GPRC5C,55890,Q9NQ84,G protein-coupled receptor class C group 5 member C,G-protein coupled receptor,37,0.674,0.538,0.00047422,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,SUMO1,7341,P63165,small ubiquitin like modifier 1,,133,0.533,0.731,0.86128,0.01,,1,1,0,2007,2007
Huntington Disease,C0020179,ZNF395,55893,Q9H8N7,zinc finger protein 395,Transcription factor,42,0.666,0.577,0.30888,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,ST8SIA4,7903,Q92187,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",,117,0.546,0.846,0.00040145,0.01,,1,1,0,1986,1986
Huntington Disease,C0020179,OPN4,94233,Q9UHM6,opsin 4,G-protein coupled receptor,87,0.579,0.769,9.01E-13,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,MT1IP,644314,,"metallothionein 1I, pseudogene",,41,0.653,0.654,,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,STATH,6779,P02808,statherin,,57,0.608,0.769,7.98E-05,0.01,,1,1,0,2009,2009
Huntington Disease,C0020179,AOC3,8639,Q16853,amine oxidase copper containing 3,,106,0.561,0.769,6.27E-11,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,HSD17B6,8630,O14756,hydroxysteroid 17-beta dehydrogenase 6,Enzyme,82,0.592,0.692,0.34807,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,SKIL,6498,P12757,SKI like proto-oncogene,,58,0.621,0.538,0.98512,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,SKP1,6500,P63208,S-phase kinase associated protein 1,Enzyme,38,0.666,0.615,0.37294,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,LOH19CR1,8378,,"loss of heterozygosity, 19, chromosomal region 1",,96,0.569,0.808,,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,STAT5B,6777,P51692,signal transducer and activator of transcription 5B,Nucleic acid binding,357,0.442,0.808,0.99988,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,PSMG1,8624,O95456,proteasome assembly chaperone 1,,97,0.579,0.731,0.00034234,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,SLC1A3,6507,P43003,solute carrier family 1 member 3,Transporter,109,0.573,0.577,0.98914,0.01,,1,1,0,2002,2002
Huntington Disease,C0020179,SLC1A6,6511,P48664,solute carrier family 1 member 6,Transporter,11,0.78,0.154,0.76237,0.01,,1,1,0,2002,2002
Huntington Disease,C0020179,STAT5A,6776,P42229,signal transducer and activator of transcription 5A,Nucleic acid binding,318,0.445,0.808,0.99994,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,MAGT1,84061,Q9H0U3,magnesium transporter 1,Transporter,120,0.548,0.769,0.96138,0.01,,1,1,0,2005,2005
Huntington Disease,C0020179,ULK1,8408,O75385,unc-51 like autophagy activating kinase 1,Kinase,99,0.564,0.769,0.99318,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,PDE5A,8654,O76074,phosphodiesterase 5A,,187,0.513,0.731,0.00010643,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,IRS2,8660,Q9Y4H2,insulin receptor substrate 2,,152,0.535,0.654,0.99032,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,SUPT4H1,6827,P63272,"SPT4 homolog, DSIF elongation factor subunit",Nucleic acid binding,7,0.839,0.231,0.0008774,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,SGK1,6446,O00141,serum/glucocorticoid regulated kinase 1,Kinase,188,0.506,0.769,0.0023046,0.01,,1,1,0,2004,2004
Huntington Disease,C0020179,TARBP2,6895,Q15633,TARBP2 subunit of RISC loading complex,,49,0.65,0.5,0.46644,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,LIN7A,8825,O14910,"lin-7 homolog A, crumbs cell polarity complex component",Cell-cell junction,24,0.736,0.385,1.13E-07,0.01,,1,1,0,2010,2010
Huntington Disease,C0020179,CAST,831,P20810,calpastatin,,141,0.541,0.846,4.12E-12,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,TNFRSF6B,8771,O95407,TNF receptor superfamily member 6b,,145,0.528,0.731,3.87E-06,0.01,,0,1,0,2019,2019
Huntington Disease,C0020179,RIPK2,8767,O43353,receptor interacting serine/threonine kinase 2,Kinase,83,0.587,0.769,0.39282,0.01,,1,1,0,2005,2005
Huntington Disease,C0020179,POU5F1P4,645682,,POU class 5 homeobox 1 pseudogene 4,,284,0.452,0.808,,0.01,,1,1,0,2010,2010
Huntington Disease,C0020179,TAF4,6874,O00268,TATA-box binding protein associated factor 4,,10,0.839,0.231,1,0.01,,1,1,0,2002,2002
Huntington Disease,C0020179,SH3GL3,6457,Q99963,"SH3 domain containing GRB2 like 3, endophilin A3",,20,0.76,0.308,0.00010242,0.01,,1,1,0,1998,1998
Huntington Disease,C0020179,BAP1,8314,Q92560,BRCA1 associated protein 1,Enzyme,299,0.454,0.731,0.99443,0.01,,1,1,0,2002,2002
Huntington Disease,C0020179,FZD4,8322,Q9ULV1,frizzled class receptor 4,G-protein coupled receptor,239,0.49,0.923,0.96962,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,MTHFSD,64779,Q2M296,methenyltetrahydrofolate synthetase domain containing,Enzyme,4,0.931,0.154,6.60E-12,0.01,,1,1,1,2019,2019
Huntington Disease,C0020179,SYN1,6853,P17600,synapsin I,Cellular structure,80,0.597,0.462,0.99216,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,KHSRP,8570,Q92945,KH-type splicing regulatory protein,Enzyme,148,0.526,0.846,1,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,SLC2A4,6517,P14672,solute carrier family 2 member 4,Transporter,158,0.528,0.769,4.71E-05,0.01,,1,1,0,2009,2009
Huntington Disease,C0020179,SNAP25,6616,P60880,synaptosome associated protein 25,Transporter,283,0.489,0.808,0.98653,0.01,,1,1,0,2007,2007
Huntington Disease,C0020179,DGKE,8526,P52429,diacylglycerol kinase epsilon,Enzyme,41,0.674,0.538,5.49E-06,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,SPP1,6696,P10451,secreted phosphoprotein 1,,824,0.353,0.885,2.15E-06,0.01,,0,1,0,2019,2019
Huntington Disease,C0020179,SPN,6693,P16150,sialophorin,,101,0.563,0.692,0.014408,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,SNCB,6620,Q16143,synuclein beta,Transporter,60,0.619,0.577,0.068062,0.01,,1,1,0,2006,2006
Huntington Disease,C0020179,CUL1,8454,Q13616,cullin 1,Enzyme,58,0.617,0.615,1,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,SNCG,6623,O76070,synuclein gamma,Transporter,122,0.55,0.615,0.0008475,0.01,,1,1,0,2006,2006
Huntington Disease,C0020179,BNIP3,664,Q12983,BCL2 interacting protein 3,,158,0.52,0.731,1.97E-05,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,CYSTM1,84418,Q9H1C7,cysteine rich transmembrane module containing 1,,4,0.931,0.192,0.42254,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,SP1,6667,P08047,Sp1 transcription factor,Nucleic acid binding,209,0.493,0.769,0.99997,0.01,,1,1,0,2006,2006
Huntington Disease,C0020179,SOX4,6659,Q06945,SRY-box transcription factor 4,Transcription factor,246,0.489,0.808,0.92656,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,SORL1,6653,Q92673,sortilin related receptor 1,Transporter,103,0.582,0.692,7.66E-11,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,EVA1A,84141,Q9H8M9,"eva-1 homolog A, regulator of programmed cell death",,19,0.736,0.346,0.065594,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,SPTBN2,6712,O15020,"spectrin beta, non-erythrocytic 2",,79,0.619,0.731,9.93E-05,0.01,,1,1,0,1999,1999
Huntington Disease,C0020179,SUMO2,6613,P61956,small ubiquitin like modifier 2,,42,0.666,0.615,0.86943,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,DNAJC14,85406,Q6Y2X3,DnaJ heat shock protein family (Hsp40) member C14,,11,0.805,0.423,0.99999,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,SLC6A3,6531,Q01959,solute carrier family 6 member 3,Transporter,373,0.453,0.885,0.99758,0.01,,1,1,0,2004,2004
Huntington Disease,C0020179,CAV1,857,Q03135,caveolin 1,Enzyme modulator,633,0.388,0.885,0.008274,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,PIAS1,8554,O75925,protein inhibitor of activated STAT 1,,54,0.633,0.731,0.99999,0.01,,1,1,0,2016,2016
